#,BTC,USDT,XRP,BHC,ETH,EOS,LTC,BNB,ADA,Fitness,Performance,Risk
1,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
2,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
3,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
4,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
5,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
6,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
7,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
8,0.0701364224422617,0.7878006162130917,0.027870759222497647,0.00458966849348234,0.038457573021266504,0.01475469054221488,0.020824780446101556,0.0020405062160281065,0.03352498340305558,2.7325007206977663,0.00895149189630262,0.0032759339562101865
9,0.07167817870624923,0.8051182450930031,0.028483421176402526,0.004690559726639804,0.03930295694646039,0.015079031815615079,0.021282555943923295,0.002085361130646209,0.012279689461060402,3.0138102066408927,0.007389685938691639,0.002451941373882323
10,0.07167817870624923,0.8051182450930031,0.028483421176402526,0.004690559726639804,0.03930295694646039,0.015079031815615079,0.021282555943923295,0.002085361130646209,0.012279689461060402,3.0138102066408927,0.007389685938691639,0.002451941373882323
11,0.07024472268347101,0.8063614579217921,0.02852740347941221,0.0046978025932148705,0.039363646094399816,0.01510231590576351,0.021315419124878596,0.0020885812138154557,0.012298650983252427,3.0274224984514913,0.007354772517370873,0.002429384243901469
12,0.07024472268347101,0.8063614579217921,0.02852740347941221,0.0046978025932148705,0.039363646094399816,0.01510231590576351,0.021315419124878596,0.0020885812138154557,0.012298650983252427,3.0274224984514913,0.007354772517370873,0.002429384243901469
13,0.07024472268347101,0.8063614579217921,0.02852740347941221,0.0046978025932148705,0.039363646094399816,0.01510231590576351,0.021315419124878596,0.0020885812138154557,0.012298650983252427,3.0274224984514913,0.007354772517370873,0.002429384243901469
14,0.03046282898523594,0.8254078394688327,0.029201225133308716,0.004808765412362565,0.038638911504720895,0.014824263138626111,0.020922975256842172,0.002050127787896128,0.0336830633121747,3.0745925555954248,0.007839558881669434,0.002549787895440743
15,0.03046282898523594,0.8254078394688327,0.029201225133308716,0.004808765412362565,0.038638911504720895,0.014824263138626111,0.020922975256842172,0.002050127787896128,0.0336830633121747,3.0745925555954248,0.007839558881669434,0.002549787895440743
16,0.031107866529659432,0.8428855020384161,0.02913145920575518,0.004797276580032782,0.040197154683788976,0.015422101069895274,0.021766764126924628,0.002132806039360762,0.012559069726167065,3.4726614416237958,0.0062917789656180235,0.0018118031577175648
17,0.031107866529659432,0.8428855020384161,0.02913145920575518,0.004797276580032782,0.040197154683788976,0.015422101069895274,0.021766764126924628,0.002132806039360762,0.012559069726167065,3.4726614416237958,0.0062917789656180235,0.0018118031577175648
18,0.031798035752239016,0.8441420290278545,0.028681402723473592,0.004723162701737428,0.03957614253651072,0.01518384261164623,0.021430485974003217,0.002099855984346903,0.012365042688188436,3.5101696404248033,0.006229699071515981,0.001774757265224953
19,0.031798035752239016,0.8441420290278545,0.028681402723473592,0.004723162701737428,0.03957614253651072,0.01518384261164623,0.021430485974003217,0.002099855984346903,0.012365042688188436,3.5101696404248033,0.006229699071515981,0.001774757265224953
20,0.031813210339648325,0.8445448685964733,0.02869508999824868,0.004725416678864329,0.039386696714187854,0.015111159541361384,0.021327901038283976,0.0020898042481690476,0.012305852844762941,3.5181670137582453,0.006210690569716795,0.0017653199934594035
21,0.0598789782368704,0.8345731503959192,0.02449578299936746,0.00403388808169331,0.0336227548277956,0.012899756892785531,0.0182067258091079,0.001783977376527816,0.01050498537993292,3.534203181548421,0.006283445134986931,0.0017778958402255751
22,0.03158957846737945,0.8559377635323347,0.029582566055183005,0.0047963018819847,0.03409230996193178,0.013079907124649001,0.018460989971079804,0.0018088913296117235,0.010651691675845806,3.741706402816508,0.0056801537375418465,0.0015180650553624957
23,0.03158957846737945,0.8559377635323347,0.029582566055183005,0.0047963018819847,0.03409230996193178,0.013079907124649001,0.018460989971079804,0.0018088913296117235,0.010651691675845806,3.741706402816508,0.0056801537375418465,0.0015180650553624957
24,0.03164774713983467,0.8575138771060054,0.029637039038955988,0.0040413160350225175,0.033684667366914785,0.012923510351041494,0.01824025145653512,0.0017872623711595083,0.010524329134530443,3.806896722027275,0.005648616641728888,0.0014837851021923306
25,0.03164774713983467,0.8575138771060054,0.029637039038955988,0.0040413160350225175,0.033684667366914785,0.012923510351041494,0.01824025145653512,0.0017872623711595083,0.010524329134530443,3.806896722027275,0.005648616641728888,0.0014837851021923306
26,0.03164952439978181,0.8575620329845632,0.029638703382462116,0.004041542985430426,0.03368655901531173,0.012924236103722146,0.01820774825422559,0.0017840775603268047,0.010505575314176218,3.808289376121106,0.005646591066552888,0.0014827106106900323
27,0.032447898137767966,0.858924529002618,0.025210526920618884,0.004151589850421148,0.034603807755538896,0.013276149140584986,0.01873796608823216,0.0018360307028312147,0.010811502401386614,3.9149497413895906,0.005591437721987237,0.001428227203755261
28,0.032447898137767966,0.858924529002618,0.025210526920618884,0.004151589850421148,0.034603807755538896,0.013276149140584986,0.01873796608823216,0.0018360307028312147,0.010811502401386614,3.9149497413895906,0.005591437721987237,0.001428227203755261
29,0.03171151193069239,0.8592416207204135,0.025307837711345312,0.004167614683713541,0.03473737592352839,0.0133273941056244,0.018810293267366187,0.0018431176471086221,0.010853234010207496,3.915281808898054,0.005587171281147109,0.0014270163819241415
30,0.03179219074813978,0.8614276595952806,0.025372224626203373,0.004051597745946596,0.03377036618617043,0.012956389689455568,0.01828665737753544,0.001791809433276525,0.010551104597991688,3.974718830963604,0.005491296757265602,0.001381556027180501
